state,date,sex,ethnicity,abs
Johor,01/01/2015,female,bumi_malay,4466
Johor,01/01/2015,male,bumi_malay,6008
Johor,01/01/2016,female,bumi_malay,4767
Johor,01/01/2016,male,bumi_malay,6389
Johor,01/01/2017,female,bumi_malay,4911
Johor,01/01/2017,male,bumi_malay,6636
Johor,01/01/2018,female,bumi_malay,5027
Johor,01/01/2018,male,bumi_malay,6785
Johor,01/01/2019,female,bumi_malay,5234
Johor,01/01/2019,male,bumi_malay,6928
Johor,01/01/2020,female,bumi_malay,4831
Johor,01/01/2020,male,bumi_malay,6645
Johor,01/01/2021,female,bumi_malay,6736
Johor,01/01/2021,male,bumi_malay,8554
Johor,01/01/2022,female,bumi_malay,6296
Johor,01/01/2022,male,bumi_malay,8021
Kedah,01/01/2015,female,bumi_malay,4617
Kedah,01/01/2015,male,bumi_malay,5904
Kedah,01/01/2016,female,bumi_malay,4744
Kedah,01/01/2016,male,bumi_malay,5887
Kedah,01/01/2017,female,bumi_malay,4973
Kedah,01/01/2017,male,bumi_malay,6188
Kedah,01/01/2018,female,bumi_malay,5007
Kedah,01/01/2018,male,bumi_malay,6285
Kedah,01/01/2019,female,bumi_malay,4870
Kedah,01/01/2019,male,bumi_malay,6104
Kedah,01/01/2020,female,bumi_malay,4655
Kedah,01/01/2020,male,bumi_malay,5885
Kedah,01/01/2021,female,bumi_malay,6662
Kedah,01/01/2021,male,bumi_malay,7652
Kedah,01/01/2022,female,bumi_malay,6216
Kedah,01/01/2022,male,bumi_malay,7531
Kelantan,01/01/2015,female,bumi_malay,4447
Kelantan,01/01/2015,male,bumi_malay,5721
Kelantan,01/01/2016,female,bumi_malay,4412
Kelantan,01/01/2016,male,bumi_malay,5713
Kelantan,01/01/2017,female,bumi_malay,4612
Kelantan,01/01/2017,male,bumi_malay,5871
Kelantan,01/01/2018,female,bumi_malay,4698
Kelantan,01/01/2018,male,bumi_malay,5884
Kelantan,01/01/2019,female,bumi_malay,4655
Kelantan,01/01/2019,male,bumi_malay,6019
Kelantan,01/01/2020,female,bumi_malay,4415
Kelantan,01/01/2020,male,bumi_malay,5813
Kelantan,01/01/2021,female,bumi_malay,5948
Kelantan,01/01/2021,male,bumi_malay,7093
Kelantan,01/01/2022,female,bumi_malay,5690
Kelantan,01/01/2022,male,bumi_malay,6912
Melaka,01/01/2015,female,bumi_malay,1352
Melaka,01/01/2015,male,bumi_malay,1641
Melaka,01/01/2016,female,bumi_malay,1410
Melaka,01/01/2016,male,bumi_malay,1715
Melaka,01/01/2017,female,bumi_malay,1526
Melaka,01/01/2017,male,bumi_malay,1777
Melaka,01/01/2018,female,bumi_malay,1449
Melaka,01/01/2018,male,bumi_malay,1863
Melaka,01/01/2019,female,bumi_malay,1522
Melaka,01/01/2019,male,bumi_malay,1857
Melaka,01/01/2020,female,bumi_malay,1465
Melaka,01/01/2020,male,bumi_malay,1779
Melaka,01/01/2021,female,bumi_malay,2003
Melaka,01/01/2021,male,bumi_malay,2384
Melaka,01/01/2022,female,bumi_malay,1859
Melaka,01/01/2022,male,bumi_malay,2201
Negeri Sembilan,01/01/2015,female,bumi_malay,1557
Negeri Sembilan,01/01/2015,male,bumi_malay,2041
Negeri Sembilan,01/01/2016,female,bumi_malay,1625
Negeri Sembilan,01/01/2016,male,bumi_malay,2058
Negeri Sembilan,01/01/2017,female,bumi_malay,1658
Negeri Sembilan,01/01/2017,male,bumi_malay,2213
Negeri Sembilan,01/01/2018,female,bumi_malay,1692
Negeri Sembilan,01/01/2018,male,bumi_malay,2330
Negeri Sembilan,01/01/2019,female,bumi_malay,1688
Negeri Sembilan,01/01/2019,male,bumi_malay,2259
Negeri Sembilan,01/01/2020,female,bumi_malay,1623
Negeri Sembilan,01/01/2020,male,bumi_malay,2202
Negeri Sembilan,01/01/2021,female,bumi_malay,2265
Negeri Sembilan,01/01/2021,male,bumi_malay,2811
Negeri Sembilan,01/01/2022,female,bumi_malay,2107
Negeri Sembilan,01/01/2022,male,bumi_malay,2699
Pahang,01/01/2015,female,bumi_malay,2469
Pahang,01/01/2015,male,bumi_malay,3568
Pahang,01/01/2016,female,bumi_malay,2573
Pahang,01/01/2016,male,bumi_malay,3742
Pahang,01/01/2017,female,bumi_malay,2743
Pahang,01/01/2017,male,bumi_malay,3837
Pahang,01/01/2018,female,bumi_malay,2712
Pahang,01/01/2018,male,bumi_malay,3873
Pahang,01/01/2019,female,bumi_malay,2763
Pahang,01/01/2019,male,bumi_malay,3740
Pahang,01/01/2020,female,bumi_malay,2552
Pahang,01/01/2020,male,bumi_malay,3562
Pahang,01/01/2021,female,bumi_malay,3042
Pahang,01/01/2021,male,bumi_malay,4251
Pahang,01/01/2022,female,bumi_malay,3240
Pahang,01/01/2022,male,bumi_malay,4632
Perak,01/01/2015,female,bumi_malay,3731
Perak,01/01/2015,male,bumi_malay,4762
Perak,01/01/2016,female,bumi_malay,3805
Perak,01/01/2016,male,bumi_malay,4978
Perak,01/01/2017,female,bumi_malay,3892
Perak,01/01/2017,male,bumi_malay,5016
Perak,01/01/2018,female,bumi_malay,4125
Perak,01/01/2018,male,bumi_malay,5087
Perak,01/01/2019,female,bumi_malay,4118
Perak,01/01/2019,male,bumi_malay,5069
Perak,01/01/2020,female,bumi_malay,3926
Perak,01/01/2020,male,bumi_malay,4942
Perak,01/01/2021,female,bumi_malay,4721
Perak,01/01/2021,male,bumi_malay,5935
Perak,01/01/2022,female,bumi_malay,5131
Perak,01/01/2022,male,bumi_malay,6196
Perlis,01/01/2015,female,bumi_malay,706
Perlis,01/01/2015,male,bumi_malay,820
Perlis,01/01/2016,female,bumi_malay,755
Perlis,01/01/2016,male,bumi_malay,874
Perlis,01/01/2017,female,bumi_malay,781
Perlis,01/01/2017,male,bumi_malay,930
Perlis,01/01/2018,female,bumi_malay,777
Perlis,01/01/2018,male,bumi_malay,994
Perlis,01/01/2019,female,bumi_malay,753
Perlis,01/01/2019,male,bumi_malay,961
Perlis,01/01/2020,female,bumi_malay,777
Perlis,01/01/2020,male,bumi_malay,915
Perlis,01/01/2021,female,bumi_malay,854
Perlis,01/01/2021,male,bumi_malay,1048
Perlis,01/01/2022,female,bumi_malay,938
Perlis,01/01/2022,male,bumi_malay,1156
Pulau Pinang,01/01/2015,female,bumi_malay,1643
Pulau Pinang,01/01/2015,male,bumi_malay,1999
Pulau Pinang,01/01/2016,female,bumi_malay,1646
Pulau Pinang,01/01/2016,male,bumi_malay,2206
Pulau Pinang,01/01/2017,female,bumi_malay,1853
Pulau Pinang,01/01/2017,male,bumi_malay,2114
Pulau Pinang,01/01/2018,female,bumi_malay,1836
Pulau Pinang,01/01/2018,male,bumi_malay,2249
Pulau Pinang,01/01/2019,female,bumi_malay,1763
Pulau Pinang,01/01/2019,male,bumi_malay,2186
Pulau Pinang,01/01/2020,female,bumi_malay,1689
Pulau Pinang,01/01/2020,male,bumi_malay,2092
Pulau Pinang,01/01/2021,female,bumi_malay,2229
Pulau Pinang,01/01/2021,male,bumi_malay,2757
Pulau Pinang,01/01/2022,female,bumi_malay,2088
Pulau Pinang,01/01/2022,male,bumi_malay,2622
Sabah,01/01/2015,female,bumi_malay,485
Sabah,01/01/2015,male,bumi_malay,784
Sabah,01/01/2016,female,bumi_malay,636
Sabah,01/01/2016,male,bumi_malay,1113
Sabah,01/01/2017,female,bumi_malay,658
Sabah,01/01/2017,male,bumi_malay,1172
Sabah,01/01/2018,female,bumi_malay,704
Sabah,01/01/2018,male,bumi_malay,1268
Sabah,01/01/2019,female,bumi_malay,776
Sabah,01/01/2019,male,bumi_malay,1310
Sabah,01/01/2020,female,bumi_malay,751
Sabah,01/01/2020,male,bumi_malay,1229
Sabah,01/01/2021,female,bumi_malay,1050
Sabah,01/01/2021,male,bumi_malay,1568
Sabah,01/01/2022,female,bumi_malay,913
Sabah,01/01/2022,male,bumi_malay,1468
Sarawak,01/01/2015,female,bumi_malay,1088
Sarawak,01/01/2015,male,bumi_malay,1410
Sarawak,01/01/2016,female,bumi_malay,1107
Sarawak,01/01/2016,male,bumi_malay,1446
Sarawak,01/01/2017,female,bumi_malay,1092
Sarawak,01/01/2017,male,bumi_malay,1479
Sarawak,01/01/2018,female,bumi_malay,1206
Sarawak,01/01/2018,male,bumi_malay,1574
Sarawak,01/01/2019,female,bumi_malay,1240
Sarawak,01/01/2019,male,bumi_malay,1557
Sarawak,01/01/2020,female,bumi_malay,1215
Sarawak,01/01/2020,male,bumi_malay,1623
Sarawak,01/01/2021,female,bumi_malay,1485
Sarawak,01/01/2021,male,bumi_malay,1966
Sarawak,01/01/2022,female,bumi_malay,1437
Sarawak,01/01/2022,male,bumi_malay,1888
Selangor,01/01/2015,female,bumi_malay,4749
Selangor,01/01/2015,male,bumi_malay,6261
Selangor,01/01/2016,female,bumi_malay,5026
Selangor,01/01/2016,male,bumi_malay,6689
Selangor,01/01/2017,female,bumi_malay,5278
Selangor,01/01/2017,male,bumi_malay,7050
Selangor,01/01/2018,female,bumi_malay,5528
Selangor,01/01/2018,male,bumi_malay,7257
Selangor,01/01/2019,female,bumi_malay,5388
Selangor,01/01/2019,male,bumi_malay,7509
Selangor,01/01/2020,female,bumi_malay,4764
Selangor,01/01/2020,male,bumi_malay,6889
Selangor,01/01/2021,female,bumi_malay,8107
Selangor,01/01/2021,male,bumi_malay,11011
Selangor,01/01/2022,female,bumi_malay,6510
Selangor,01/01/2022,male,bumi_malay,8847
Terengganu,01/01/2015,female,bumi_malay,2766
Terengganu,01/01/2015,male,bumi_malay,3692
Terengganu,01/01/2016,female,bumi_malay,2782
Terengganu,01/01/2016,male,bumi_malay,3777
Terengganu,01/01/2017,female,bumi_malay,2923
Terengganu,01/01/2017,male,bumi_malay,3843
Terengganu,01/01/2018,female,bumi_malay,2934
Terengganu,01/01/2018,male,bumi_malay,3899
Terengganu,01/01/2019,female,bumi_malay,3019
Terengganu,01/01/2019,male,bumi_malay,4025
Terengganu,01/01/2020,female,bumi_malay,2761
Terengganu,01/01/2020,male,bumi_malay,3711
Terengganu,01/01/2021,female,bumi_malay,3699
Terengganu,01/01/2021,male,bumi_malay,4439
Terengganu,01/01/2022,female,bumi_malay,3775
Terengganu,01/01/2022,male,bumi_malay,4571
W.P. Kuala Lumpur,01/01/2015,female,bumi_malay,1043
W.P. Kuala Lumpur,01/01/2015,male,bumi_malay,1413
W.P. Kuala Lumpur,01/01/2016,female,bumi_malay,1120
W.P. Kuala Lumpur,01/01/2016,male,bumi_malay,1621
W.P. Kuala Lumpur,01/01/2017,female,bumi_malay,1117
W.P. Kuala Lumpur,01/01/2017,male,bumi_malay,1578
W.P. Kuala Lumpur,01/01/2018,female,bumi_malay,1200
W.P. Kuala Lumpur,01/01/2018,male,bumi_malay,1658
W.P. Kuala Lumpur,01/01/2019,female,bumi_malay,1238
W.P. Kuala Lumpur,01/01/2019,male,bumi_malay,1787
W.P. Kuala Lumpur,01/01/2020,female,bumi_malay,1158
W.P. Kuala Lumpur,01/01/2020,male,bumi_malay,1684
W.P. Kuala Lumpur,01/01/2021,female,bumi_malay,1966
W.P. Kuala Lumpur,01/01/2021,male,bumi_malay,2548
W.P. Kuala Lumpur,01/01/2022,female,bumi_malay,1419
W.P. Kuala Lumpur,01/01/2022,male,bumi_malay,1885
W.P. Labuan,01/01/2015,female,bumi_malay,42
W.P. Labuan,01/01/2015,male,bumi_malay,61
W.P. Labuan,01/01/2016,female,bumi_malay,45
W.P. Labuan,01/01/2016,male,bumi_malay,62
W.P. Labuan,01/01/2017,female,bumi_malay,44
W.P. Labuan,01/01/2017,male,bumi_malay,40
W.P. Labuan,01/01/2018,female,bumi_malay,51
W.P. Labuan,01/01/2018,male,bumi_malay,59
W.P. Labuan,01/01/2019,female,bumi_malay,37
W.P. Labuan,01/01/2019,male,bumi_malay,59
W.P. Labuan,01/01/2020,female,bumi_malay,47
W.P. Labuan,01/01/2020,male,bumi_malay,66
W.P. Labuan,01/01/2021,female,bumi_malay,76
W.P. Labuan,01/01/2021,male,bumi_malay,123
W.P. Labuan,01/01/2022,female,bumi_malay,71
W.P. Labuan,01/01/2022,male,bumi_malay,78
W.P. Putrajaya,01/01/2015,female,bumi_malay,94
W.P. Putrajaya,01/01/2015,male,bumi_malay,86
W.P. Putrajaya,01/01/2016,female,bumi_malay,71
W.P. Putrajaya,01/01/2016,male,bumi_malay,80
W.P. Putrajaya,01/01/2017,female,bumi_malay,100
W.P. Putrajaya,01/01/2017,male,bumi_malay,112
W.P. Putrajaya,01/01/2018,female,bumi_malay,94
W.P. Putrajaya,01/01/2018,male,bumi_malay,113
W.P. Putrajaya,01/01/2019,female,bumi_malay,90
W.P. Putrajaya,01/01/2019,male,bumi_malay,107
W.P. Putrajaya,01/01/2020,female,bumi_malay,86
W.P. Putrajaya,01/01/2020,male,bumi_malay,112
W.P. Putrajaya,01/01/2021,female,bumi_malay,102
W.P. Putrajaya,01/01/2021,male,bumi_malay,144
W.P. Putrajaya,01/01/2022,female,bumi_malay,102
W.P. Putrajaya,01/01/2022,male,bumi_malay,128
Johor,01/01/2015,female,bumi_other,76
Johor,01/01/2015,male,bumi_other,89
Johor,01/01/2016,female,bumi_other,70
Johor,01/01/2016,male,bumi_other,106
Johor,01/01/2017,female,bumi_other,69
Johor,01/01/2017,male,bumi_other,124
Johor,01/01/2018,female,bumi_other,64
Johor,01/01/2018,male,bumi_other,109
Johor,01/01/2019,female,bumi_other,77
Johor,01/01/2019,male,bumi_other,112
Johor,01/01/2020,female,bumi_other,91
Johor,01/01/2020,male,bumi_other,139
Johor,01/01/2021,female,bumi_other,141
Johor,01/01/2021,male,bumi_other,189
Johor,01/01/2022,female,bumi_other,106
Johor,01/01/2022,male,bumi_other,151
Kedah,01/01/2015,female,bumi_other,4
Kedah,01/01/2015,male,bumi_other,7
Kedah,01/01/2016,female,bumi_other,8
Kedah,01/01/2016,male,bumi_other,7
Kedah,01/01/2017,female,bumi_other,3
Kedah,01/01/2017,male,bumi_other,6
Kedah,01/01/2018,female,bumi_other,7
Kedah,01/01/2018,male,bumi_other,9
Kedah,01/01/2019,female,bumi_other,8
Kedah,01/01/2019,male,bumi_other,4
Kedah,01/01/2020,female,bumi_other,4
Kedah,01/01/2020,male,bumi_other,7
Kedah,01/01/2021,female,bumi_other,8
Kedah,01/01/2021,male,bumi_other,8
Kedah,01/01/2022,female,bumi_other,8
Kedah,01/01/2022,male,bumi_other,9
Kelantan,01/01/2015,female,bumi_other,34
Kelantan,01/01/2015,male,bumi_other,37
Kelantan,01/01/2016,female,bumi_other,39
Kelantan,01/01/2016,male,bumi_other,56
Kelantan,01/01/2017,female,bumi_other,38
Kelantan,01/01/2017,male,bumi_other,64
Kelantan,01/01/2018,female,bumi_other,40
Kelantan,01/01/2018,male,bumi_other,78
Kelantan,01/01/2019,female,bumi_other,40
Kelantan,01/01/2019,male,bumi_other,72
Kelantan,01/01/2020,female,bumi_other,42
Kelantan,01/01/2020,male,bumi_other,42
Kelantan,01/01/2021,female,bumi_other,53
Kelantan,01/01/2021,male,bumi_other,66
Kelantan,01/01/2022,female,bumi_other,48
Kelantan,01/01/2022,male,bumi_other,72
Melaka,01/01/2015,female,bumi_other,16
Melaka,01/01/2015,male,bumi_other,15
Melaka,01/01/2016,female,bumi_other,6
Melaka,01/01/2016,male,bumi_other,18
Melaka,01/01/2017,female,bumi_other,10
Melaka,01/01/2017,male,bumi_other,21
Melaka,01/01/2018,female,bumi_other,8
Melaka,01/01/2018,male,bumi_other,12
Melaka,01/01/2019,female,bumi_other,9
Melaka,01/01/2019,male,bumi_other,19
Melaka,01/01/2020,female,bumi_other,8
Melaka,01/01/2020,male,bumi_other,18
Melaka,01/01/2021,female,bumi_other,17
Melaka,01/01/2021,male,bumi_other,20
Melaka,01/01/2022,female,bumi_other,9
Melaka,01/01/2022,male,bumi_other,16
Negeri Sembilan,01/01/2015,female,bumi_other,32
Negeri Sembilan,01/01/2015,male,bumi_other,40
Negeri Sembilan,01/01/2016,female,bumi_other,24
Negeri Sembilan,01/01/2016,male,bumi_other,50
Negeri Sembilan,01/01/2017,female,bumi_other,39
Negeri Sembilan,01/01/2017,male,bumi_other,71
Negeri Sembilan,01/01/2018,female,bumi_other,41
Negeri Sembilan,01/01/2018,male,bumi_other,41
Negeri Sembilan,01/01/2019,female,bumi_other,44
Negeri Sembilan,01/01/2019,male,bumi_other,45
Negeri Sembilan,01/01/2020,female,bumi_other,40
Negeri Sembilan,01/01/2020,male,bumi_other,53
Negeri Sembilan,01/01/2021,female,bumi_other,54
Negeri Sembilan,01/01/2021,male,bumi_other,65
Negeri Sembilan,01/01/2022,female,bumi_other,51
Negeri Sembilan,01/01/2022,male,bumi_other,67
Pahang,01/01/2015,female,bumi_other,186
Pahang,01/01/2015,male,bumi_other,259
Pahang,01/01/2016,female,bumi_other,174
Pahang,01/01/2016,male,bumi_other,278
Pahang,01/01/2017,female,bumi_other,192
Pahang,01/01/2017,male,bumi_other,244
Pahang,01/01/2018,female,bumi_other,184
Pahang,01/01/2018,male,bumi_other,283
Pahang,01/01/2019,female,bumi_other,191
Pahang,01/01/2019,male,bumi_other,255
Pahang,01/01/2020,female,bumi_other,146
Pahang,01/01/2020,male,bumi_other,247
Pahang,01/01/2021,female,bumi_other,205
Pahang,01/01/2021,male,bumi_other,278
Pahang,01/01/2022,female,bumi_other,230
Pahang,01/01/2022,male,bumi_other,303
Perak,01/01/2015,female,bumi_other,123
Perak,01/01/2015,male,bumi_other,212
Perak,01/01/2016,female,bumi_other,137
Perak,01/01/2016,male,bumi_other,233
Perak,01/01/2017,female,bumi_other,131
Perak,01/01/2017,male,bumi_other,239
Perak,01/01/2018,female,bumi_other,120
Perak,01/01/2018,male,bumi_other,219
Perak,01/01/2019,female,bumi_other,153
Perak,01/01/2019,male,bumi_other,207
Perak,01/01/2020,female,bumi_other,115
Perak,01/01/2020,male,bumi_other,169
Perak,01/01/2021,female,bumi_other,221
Perak,01/01/2021,male,bumi_other,253
Perak,01/01/2022,female,bumi_other,167
Perak,01/01/2022,male,bumi_other,253
Perlis,01/01/2015,female,bumi_other,0
Perlis,01/01/2015,male,bumi_other,2
Perlis,01/01/2016,female,bumi_other,0
Perlis,01/01/2016,male,bumi_other,1
Perlis,01/01/2017,female,bumi_other,0
Perlis,01/01/2017,male,bumi_other,2
Perlis,01/01/2018,female,bumi_other,2
Perlis,01/01/2018,male,bumi_other,0
Perlis,01/01/2019,female,bumi_other,2
Perlis,01/01/2019,male,bumi_other,1
Perlis,01/01/2020,female,bumi_other,0
Perlis,01/01/2020,male,bumi_other,0
Perlis,01/01/2021,female,bumi_other,1
Perlis,01/01/2021,male,bumi_other,0
Perlis,01/01/2022,female,bumi_other,0
Perlis,01/01/2022,male,bumi_other,0
Pulau Pinang,01/01/2015,female,bumi_other,2
Pulau Pinang,01/01/2015,male,bumi_other,2
Pulau Pinang,01/01/2016,female,bumi_other,3
Pulau Pinang,01/01/2016,male,bumi_other,5
Pulau Pinang,01/01/2017,female,bumi_other,2
Pulau Pinang,01/01/2017,male,bumi_other,2
Pulau Pinang,01/01/2018,female,bumi_other,2
Pulau Pinang,01/01/2018,male,bumi_other,4
Pulau Pinang,01/01/2019,female,bumi_other,4
Pulau Pinang,01/01/2019,male,bumi_other,7
Pulau Pinang,01/01/2020,female,bumi_other,5
Pulau Pinang,01/01/2020,male,bumi_other,10
Pulau Pinang,01/01/2021,female,bumi_other,8
Pulau Pinang,01/01/2021,male,bumi_other,10
Pulau Pinang,01/01/2022,female,bumi_other,10
Pulau Pinang,01/01/2022,male,bumi_other,10
Sabah,01/01/2015,female,bumi_other,3143
Sabah,01/01/2015,male,bumi_other,4263
Sabah,01/01/2016,female,bumi_other,3431
Sabah,01/01/2016,male,bumi_other,4718
Sabah,01/01/2017,female,bumi_other,3659
Sabah,01/01/2017,male,bumi_other,5027
Sabah,01/01/2018,female,bumi_other,3763
Sabah,01/01/2018,male,bumi_other,4996
Sabah,01/01/2019,female,bumi_other,4029
Sabah,01/01/2019,male,bumi_other,5187
Sabah,01/01/2020,female,bumi_other,4024
Sabah,01/01/2020,male,bumi_other,5512
Sabah,01/01/2021,female,bumi_other,5152
Sabah,01/01/2021,male,bumi_other,6619
Sabah,01/01/2022,female,bumi_other,4734
Sabah,01/01/2022,male,bumi_other,6305
Sarawak,01/01/2015,female,bumi_other,2823
Sarawak,01/01/2015,male,bumi_other,3635
Sarawak,01/01/2016,female,bumi_other,2914
Sarawak,01/01/2016,male,bumi_other,3813
Sarawak,01/01/2017,female,bumi_other,2997
Sarawak,01/01/2017,male,bumi_other,4016
Sarawak,01/01/2018,female,bumi_other,3221
Sarawak,01/01/2018,male,bumi_other,4141
Sarawak,01/01/2019,female,bumi_other,3308
Sarawak,01/01/2019,male,bumi_other,4190
Sarawak,01/01/2020,female,bumi_other,3139
Sarawak,01/01/2020,male,bumi_other,4312
Sarawak,01/01/2021,female,bumi_other,4053
Sarawak,01/01/2021,male,bumi_other,5476
Sarawak,01/01/2022,female,bumi_other,3832
Sarawak,01/01/2022,male,bumi_other,5026
Selangor,01/01/2015,female,bumi_other,86
Selangor,01/01/2015,male,bumi_other,107
Selangor,01/01/2016,female,bumi_other,91
Selangor,01/01/2016,male,bumi_other,150
Selangor,01/01/2017,female,bumi_other,86
Selangor,01/01/2017,male,bumi_other,140
Selangor,01/01/2018,female,bumi_other,97
Selangor,01/01/2018,male,bumi_other,151
Selangor,01/01/2019,female,bumi_other,93
Selangor,01/01/2019,male,bumi_other,165
Selangor,01/01/2020,female,bumi_other,101
Selangor,01/01/2020,male,bumi_other,153
Selangor,01/01/2021,female,bumi_other,202
Selangor,01/01/2021,male,bumi_other,288
Selangor,01/01/2022,female,bumi_other,123
Selangor,01/01/2022,male,bumi_other,196
Terengganu,01/01/2015,female,bumi_other,3
Terengganu,01/01/2015,male,bumi_other,5
Terengganu,01/01/2016,female,bumi_other,7
Terengganu,01/01/2016,male,bumi_other,8
Terengganu,01/01/2017,female,bumi_other,3
Terengganu,01/01/2017,male,bumi_other,11
Terengganu,01/01/2018,female,bumi_other,3
Terengganu,01/01/2018,male,bumi_other,7
Terengganu,01/01/2019,female,bumi_other,5
Terengganu,01/01/2019,male,bumi_other,6
Terengganu,01/01/2020,female,bumi_other,7
Terengganu,01/01/2020,male,bumi_other,5
Terengganu,01/01/2021,female,bumi_other,3
Terengganu,01/01/2021,male,bumi_other,9
Terengganu,01/01/2022,female,bumi_other,5
Terengganu,01/01/2022,male,bumi_other,8
W.P. Kuala Lumpur,01/01/2015,female,bumi_other,4
W.P. Kuala Lumpur,01/01/2015,male,bumi_other,34
W.P. Kuala Lumpur,01/01/2016,female,bumi_other,12
W.P. Kuala Lumpur,01/01/2016,male,bumi_other,33
W.P. Kuala Lumpur,01/01/2017,female,bumi_other,13
W.P. Kuala Lumpur,01/01/2017,male,bumi_other,29
W.P. Kuala Lumpur,01/01/2018,female,bumi_other,7
W.P. Kuala Lumpur,01/01/2018,male,bumi_other,38
W.P. Kuala Lumpur,01/01/2019,female,bumi_other,15
W.P. Kuala Lumpur,01/01/2019,male,bumi_other,32
W.P. Kuala Lumpur,01/01/2020,female,bumi_other,10
W.P. Kuala Lumpur,01/01/2020,male,bumi_other,34
W.P. Kuala Lumpur,01/01/2021,female,bumi_other,35
W.P. Kuala Lumpur,01/01/2021,male,bumi_other,58
W.P. Kuala Lumpur,01/01/2022,female,bumi_other,11
W.P. Kuala Lumpur,01/01/2022,male,bumi_other,39
W.P. Labuan,01/01/2015,female,bumi_other,31
W.P. Labuan,01/01/2015,male,bumi_other,47
W.P. Labuan,01/01/2016,female,bumi_other,23
W.P. Labuan,01/01/2016,male,bumi_other,64
W.P. Labuan,01/01/2017,female,bumi_other,35
W.P. Labuan,01/01/2017,male,bumi_other,46
W.P. Labuan,01/01/2018,female,bumi_other,29
W.P. Labuan,01/01/2018,male,bumi_other,55
W.P. Labuan,01/01/2019,female,bumi_other,33
W.P. Labuan,01/01/2019,male,bumi_other,64
W.P. Labuan,01/01/2020,female,bumi_other,34
W.P. Labuan,01/01/2020,male,bumi_other,55
W.P. Labuan,01/01/2021,female,bumi_other,64
W.P. Labuan,01/01/2021,male,bumi_other,80
W.P. Labuan,01/01/2022,female,bumi_other,59
W.P. Labuan,01/01/2022,male,bumi_other,63
W.P. Putrajaya,01/01/2015,female,bumi_other,0
W.P. Putrajaya,01/01/2015,male,bumi_other,2
W.P. Putrajaya,01/01/2016,female,bumi_other,1
W.P. Putrajaya,01/01/2016,male,bumi_other,1
W.P. Putrajaya,01/01/2017,female,bumi_other,1
W.P. Putrajaya,01/01/2017,male,bumi_other,3
W.P. Putrajaya,01/01/2018,female,bumi_other,1
W.P. Putrajaya,01/01/2018,male,bumi_other,1
W.P. Putrajaya,01/01/2019,female,bumi_other,2
W.P. Putrajaya,01/01/2019,male,bumi_other,1
W.P. Putrajaya,01/01/2020,female,bumi_other,2
W.P. Putrajaya,01/01/2020,male,bumi_other,2
W.P. Putrajaya,01/01/2021,female,bumi_other,1
W.P. Putrajaya,01/01/2021,male,bumi_other,2
W.P. Putrajaya,01/01/2022,female,bumi_other,3
W.P. Putrajaya,01/01/2022,male,bumi_other,0
